Hours	De-Aar	Pretoria	Springbok	Upington
3747	110	45	86	127
3748	110	45	86	127
3749	109	45	86	126
3750	109	45	85	126
3751	109	45	84	125
3752	108	44	84	125
3753	107	44	83	125
3754	107	44	83	124
3755	107	44	83	124
3756	107	44	83	124
3757	106	43	82	124
3758	106	43	82	122
3759	106	43	82	122
3760	106	43	81	122
3761	105	43	80	121
3762	105	43	80	121
3763	105	43	80	121
3764	105	42	80	119
3765	104	42	79	119
3766	104	42	79	119
3767	104	42	78	118
3768	104	42	78	118
3769	104	42	78	117
3770	104	42	78	117
3771	104	42	77	116
3772	103	42	77	116
3773	103	42	77	116
3774	102	42	76	115
3775	102	42	76	115
3776	102	41	76	115
3777	101	41	76	115
3778	101	40	75	114
3779	101	40	75	114
3780	100	40	75	114
3781	100	40	75	113
3782	100	40	74	113
3783	99	40	74	112
3784	99	39	74	111
3785	98	39	74	111
3786	98	39	73	111
3787	97	39	73	110
3788	97	39	72	110
3789	97	39	72	109
3790	97	39	72	109
3791	96	39	72	109
3792	95	38	71	109
3793	95	38	71	108
3794	95	38	71	107
3795	95	38	70	106
3796	95	37	70	106
3797	94	37	70	106
3798	94	37	70	106
3799	94	37	70	105
3800	94	37	69	105
3801	93	36	68	105
3802	93	36	68	104
3803	93	36	67	104
3804	93	36	67	104
3805	93	36	67	103
3806	93	36	65	102
3807	92	36	65	101
3808	92	36	64	101
3809	92	36	64	100
3810	90	35	64	100
3811	90	35	63	100
3812	90	35	63	100
3813	89	35	63	100
3814	89	35	63	99
3815	89	35	63	99
3816	89	35	63	99
3817	89	35	63	98
3818	89	35	62	98
3819	88	35	62	98
3820	87	35	62	97
3821	87	35	62	97
3822	87	34	62	97
3823	87	34	61	96
3824	87	34	61	95
3825	86	34	60	95
3826	86	34	60	95
3827	86	34	60	95
3828	86	34	60	94
3829	85	34	60	94
3830	85	33	60	94
3831	84	33	59	94
3832	84	33	59	94
3833	83	33	59	93
3834	83	33	59	93
3835	83	33	58	92
3836	82	32	58	92
3837	81	32	58	91
3838	81	32	58	91
3839	81	32	57	91
3840	80	32	57	91
3841	80	32	57	91
3842	80	32	57	89
3843	79	32	56	89
3844	78	32	56	89
3845	78	31	56	88
3846	78	31	55	88
3847	77	31	55	88
3848	77	31	55	88
3849	76	31	55	88
3850	75	31	55	88
3851	75	31	55	88
3852	75	31	55	87
3853	75	31	55	87
3854	75	30	54	86
3855	75	30	54	85
3856	75	30	54	85
3857	75	30	54	84
3858	75	30	53	84
3859	74	30	52	83
3860	72	30	52	83
3861	72	29	52	83
3862	71	29	52	83
3863	71	29	52	83
3864	71	29	52	83
3865	69	29	52	82
3866	69	29	52	82
3867	69	29	51	82
3868	69	29	51	82
3869	69	29	51	81
3870	69	29	51	81
3871	68	29	51	81
3872	68	28	50	81
3873	67	28	50	80
3874	67	28	50	80
3875	67	28	50	80
3876	67	28	50	80
3877	67	28	50	80
3878	67	28	50	79
3879	66	28	50	79
3880	66	28	50	79
3881	66	28	49	78
3882	65	28	49	78
3883	65	27	49	77
3884	65	27	49	77
3885	65	27	48	76
3886	64	27	48	76
3887	64	27	48	76
3888	63	27	47	76
3889	63	27	47	76
3890	63	27	47	75
3891	62	27	47	75
3892	62	27	47	74
3893	62	26	47	74
3894	62	26	47	74
3895	62	26	46	73
3896	61	26	46	73
3897	61	26	46	72
3898	61	26	46	72
3899	60	25	46	72
3900	59	25	45	71
3901	59	25	45	71
3902	59	25	45	70
3903	59	25	45	70
3904	58	25	45	70
3905	58	25	45	70
3906	58	25	45	70
3907	57	25	45	69
3908	57	25	44	69
3909	56	25	44	69
3910	55	25	44	69
3911	55	25	44	68
3912	55	24	44	68
3913	55	24	44	68
3914	55	24	44	68
3915	53	24	44	68
3916	53	24	44	67
3917	52	24	43	67
3918	52	24	42	67
3919	52	23	41	66
3920	52	23	41	66
3921	52	23	41	65
3922	51	23	40	65
3923	51	23	40	65
3924	49	23	40	64
3925	49	23	39	64
3926	48	23	39	64
3927	48	23	39	64
3928	48	22	39	63
3929	48	22	39	62
3930	48	22	39	62
3931	48	22	39	62
3932	47	22	39	61
3933	47	22	38	61
3934	47	21	38	61
3935	47	21	38	61
3936	46	21	38	61
3937	46	21	38	61
3938	46	21	38	61
3939	46	21	38	60
3940	46	21	38	60
3941	45	21	37	59
3942	45	21	37	58
3943	44	21	37	58
3944	44	21	37	58
3945	44	21	36	57
3946	44	20	36	57
3947	44	20	36	57
3948	44	20	35	57
3949	43	20	35	57
3950	43	20	35	56
3951	43	20	35	56
3952	43	20	35	56
3953	42	20	35	56
3954	42	20	35	55
3955	41	20	34	55
3956	41	19	34	55
3957	41	19	34	54
3958	41	19	34	54
3959	41	19	34	53
3960	40	19	33	53
3961	40	18	32	52
3962	40	18	32	52
3963	40	18	32	51
3964	40	18	32	51
3965	39	18	31	51
3966	39	18	31	51
3967	39	18	31	51
3968	39	17	30	51
3969	38	17	30	50
3970	38	17	30	50
3971	38	17	30	50
3972	38	17	30	49
3973	38	17	28	48
3974	38	17	28	48
3975	38	17	27	48
3976	37	17	27	48
3977	37	17	26	48
3978	37	17	26	47
3979	37	17	25	46
3980	37	17	25	46
3981	36	17	25	46
3982	36	17	24	45
3983	36	17	24	45
3984	36	16	24	45
3985	35	16	24	45
3986	34	16	24	45
3987	34	16	23	45
3988	34	16	23	45
3989	34	16	23	45
3990	34	16	22	44
3991	34	16	21	44
3992	33	16	21	43
3993	33	16	21	43
3994	33	16	21	43
3995	32	16	20	41
3996	32	16	19	41
3997	31	16	19	41
3998	31	16	19	41
3999	31	16	19	41
4000	31	16	19	40
4001	30	16	19	39
4002	30	16	19	39
4003	30	15	19	39
4004	29	15	18	39
4005	29	15	18	39
4006	28	15	18	39
4007	28	15	18	38
4008	28	15	18	38
4009	28	14	18	38
4010	27	14	18	38
4011	27	14	17	37
4012	26	14	17	37
4013	26	14	17	36
4014	25	14	17	36
4015	25	14	17	36
4016	25	13	17	36
4017	24	13	17	35
4018	24	13	17	35
4019	23	13	17	35
4020	23	13	17	35
4021	23	13	17	35
4022	23	13	17	35
4023	23	12	16	35
4024	22	12	16	34
4025	22	12	16	34
4026	22	12	16	34
4027	22	12	16	34
4028	21	12	16	33
4029	21	12	16	33
4030	20	11	16	32
4031	20	11	16	32
4032	19	11	16	32
4033	19	11	15	32
4034	19	11	15	32
4035	19	11	15	32
4036	19	11	15	32
4037	19	11	15	32
4038	18	10	15	31
4039	18	10	15	31
4040	17	10	15	31
4041	17	10	15	31
4042	17	10	15	30
4043	17	10	15	30
4044	16	10	14	30
4045	16	10	14	29
4046	16	10	14	29
4047	16	10	14	29
4048	15	10	14	29
4049	15	10	14	28
4050	15	10	14	28
4051	15	10	14	28
4052	15	10	14	28
4053	15	10	14	27
4054	15	10	13	27
4055	14	10	13	27
4056	14	10	13	27
4057	14	9	13	27
4058	14	9	13	26
4059	14	9	13	26
4060	14	9	13	26
4061	14	9	13	26
4062	13	9	13	25
4063	13	9	13	25
4064	13	9	13	25
4065	13	9	13	25
4066	13	9	13	24
4067	13	9	12	24
4068	13	9	12	24
4069	13	9	12	24
4070	13	9	12	24
4071	13	8	12	23
4072	13	8	12	22
4073	13	8	12	22
4074	13	8	12	22
4075	12	8	12	22
4076	12	8	12	22
4077	12	8	12	22
4078	12	8	12	21
4079	12	8	12	21
4080	12	8	12	21
4081	12	8	12	21
4082	12	8	11	21
4083	12	8	11	21
4084	12	8	11	20
4085	12	8	11	20
4086	11	8	11	19
4087	11	8	11	19
4088	11	8	11	19
4089	11	8	11	19
4090	11	8	11	18
4091	11	8	11	18
4092	11	8	11	17
4093	11	8	11	17
4094	11	8	11	17
4095	11	8	11	17
4096	11	8	11	17
4097	11	8	11	16
4098	11	8	11	16
4099	11	7	11	16
4100	10	7	11	16
4101	10	7	10	15
4102	10	7	10	15
4103	10	7	10	15
4104	10	7	10	15
4105	10	7	10	15
4106	10	7	10	15
4107	10	7	10	14
4108	10	7	10	14
4109	10	7	10	14
4110	10	7	10	14
4111	10	7	10	14
4112	10	7	10	14
4113	10	7	10	13
4114	9	7	10	13
4115	9	7	10	13
4116	9	7	10	13
4117	9	7	10	12
4118	9	7	10	12
4119	9	7	10	12
4120	9	7	10	12
4121	9	7	10	12
4122	9	7	9	12
4123	9	7	9	11
4124	9	7	9	11
4125	9	6	9	11
4126	9	6	9	11
4127	9	6	9	11
4128	9	6	9	11
4129	9	6	9	10
4130	9	6	9	10
4131	9	6	9	10
4132	9	6	9	10
4133	9	6	9	10
4134	9	6	9	10
4135	9	6	9	9
4136	9	6	8	9
4137	9	6	8	9
4138	9	6	8	9
4139	9	6	8	9
4140	9	6	8	9
4141	9	6	8	9
4142	8	6	8	9
4143	8	6	8	9
4144	8	6	8	9
4145	8	6	8	9
4146	8	6	8	8
4147	8	6	8	8
4148	8	6	8	8
4149	8	6	8	8
4150	8	6	8	8
4151	8	6	8	8
4152	8	6	8	8
4153	8	6	8	8
4154	8	6	7	8
4155	8	6	7	8
4156	8	5	7	7
4157	8	5	7	7
4158	8	5	7	7
4159	8	5	7	7
4160	8	5	7	7
4161	8	5	7	7
4162	8	5	7	7
4163	8	5	7	7
4164	7	5	7	7
4165	7	5	7	7
4166	7	5	7	7
4167	7	5	7	7
4168	7	5	7	7
4169	7	5	7	7
4170	7	5	7	7
4171	7	5	7	7
4172	7	5	7	7
4173	7	5	7	7
4174	7	5	7	6
4175	7	5	7	6
4176	7	5	7	6
4177	7	5	7	6
4178	7	5	7	6
4179	7	5	7	6
4180	7	5	7	6
4181	7	5	7	6
4182	7	5	7	6
4183	7	5	7	6
4184	7	5	7	6
4185	7	5	7	6
4186	7	5	7	6
4187	7	5	7	6
4188	7	5	7	6
4189	7	5	7	6
4190	7	5	7	6
4191	7	5	7	6
4192	6	5	7	6
4193	6	5	7	6
4194	6	5	6	6
4195	6	5	6	6
4196	6	5	6	6
4197	6	5	6	6
4198	6	5	6	6
4199	6	5	6	6
4200	6	5	6	6
4201	6	4	6	6
4202	6	4	6	6
4203	6	4	6	6
4204	6	4	6	6
4205	6	4	6	6
4206	6	4	6	6
4207	6	4	6	6
4208	6	4	6	5
4209	6	4	6	5
4210	6	4	6	5
4211	6	4	6	5
4212	6	4	6	5
4213	6	4	6	5
4214	6	4	6	5
4215	6	4	6	5
4216	6	4	6	5
4217	6	4	6	5
4218	6	4	6	5
4219	6	4	6	5
4220	6	4	6	5
4221	6	4	6	5
4222	6	4	5	5
4223	5	4	5	5
4224	5	4	5	4
4225	5	4	5	4
4226	5	4	5	4
4227	5	4	5	4
4228	5	4	5	4
4229	5	4	5	4
4230	5	4	5	4
4231	5	4	5	4
4232	5	4	5	4
4233	5	4	5	4
4234	5	4	5	4
4235	5	4	5	4
4236	5	4	5	4
4237	5	4	5	4
4238	5	4	5	4
4239	5	4	5	4
4240	5	4	5	4
4241	5	4	5	4
4242	5	4	5	4
4243	5	4	5	4
4244	5	4	5	4
4245	5	4	5	3
4246	5	3	5	3
4247	5	3	5	3
4248	5	3	5	3
4249	5	3	5	3
4250	5	3	5	3
4251	5	3	5	3
4252	5	3	5	3
4253	5	3	5	3
4254	5	3	5	3
4255	5	3	5	3
4256	5	3	5	3
4257	5	3	5	3
4258	4	3	5	3
4259	4	3	5	3
4260	4	3	5	3
4261	4	3	5	3
4262	4	3	5	3
4263	4	3	5	3
4264	4	3	5	3
4265	4	3	4	3
4266	4	3	4	3
4267	4	3	4	3
4268	4	3	4	3
4269	4	3	4	3
4270	4	3	4	3
4271	4	3	4	3
4272	4	3	4	3
4273	4	3	4	3
4274	4	3	4	2
4275	4	3	4	2
4276	4	3	4	2
4277	4	3	4	2
4278	4	3	4	2
4279	4	3	4	2
4280	4	3	4	2
4281	4	3	4	2
4282	4	3	4	2
4283	4	3	4	2
4284	4	3	4	2
4285	4	3	4	2
4286	4	3	4	2
4287	4	3	4	2
4288	4	3	4	2
4289	4	3	4	2
4290	4	3	4	2
4291	4	3	4	2
4292	4	3	4	2
4293	4	3	4	2
4294	4	3	4	2
4295	4	3	4	2
4296	4	3	4	2
4297	4	3	4	2
4298	4	3	4	2
4299	4	3	4	2
4300	4	3	4	2
4301	4	3	4	2
4302	4	3	4	2
4303	4	3	4	2
4304	4	3	4	2
4305	4	3	4	2
4306	4	3	4	2
4307	3	3	4	2
4308	3	3	4	2
4309	3	3	4	2
4310	3	3	4	2
4311	3	3	4	2
4312	3	2	3	2
4313	3	2	3	2
4314	3	2	3	2
4315	3	2	3	2
4316	3	2	3	2
4317	3	2	3	2
4318	3	2	3	2
4319	3	2	3	2
4320	3	2	3	2
4321	3	2	3	2
4322	3	2	3	2
4323	3	2	3	2
4324	3	2	3	2
4325	3	2	3	2
4326	3	2	3	2
4327	3	2	3	2
4328	3	2	3	2
4329	3	2	3	2
4330	3	2	3	2
4331	3	2	3	2
4332	3	2	3	2
4333	3	2	3	2
4334	3	2	3	2
4335	3	2	3	2
4336	3	2	3	2
4337	3	2	3	2
4338	3	2	3	2
4339	3	2	3	2
4340	3	2	3	2
4341	3	2	3	2
4342	3	2	3	2
4343	3	2	3	2
4344	3	2	3	2
4345	3	2	3	2
4346	3	2	3	2
4347	3	2	3	2
4348	3	2	3	2
4349	3	2	3	2
4350	3	2	3	2
4351	3	2	2	2
4352	3	2	2	2
4353	3	2	2	2
4354	3	2	2	2
4355	3	2	2	2
4356	3	2	2	2
4357	3	2	2	2
4358	3	2	2	2
4359	3	2	2	2
4360	3	2	2	2
4361	3	2	2	2
4362	3	2	2	2
4363	3	2	2	2
4364	2	2	2	2
4365	2	2	2	2
4366	2	2	2	2
4367	2	2	2	2
4368	2	2	2	2
4369	2	2	2	2
4370	2	2	2	2
4371	2	2	2	2
4372	2	2	2	2
4373	2	2	2	2
4374	2	2	2	2
4375	2	2	2	2
4376	2	2	2	2
4377	2	2	2	2
4378	2	2	2	2
4379	2	2	2	2
4380	2	2	2	2
4381	2	2	2	2
4382	2	2	2	2
4383	2	2	2	2
4384	2	2	2	2
4385	2	2	2	2
4386	2	2	2	2
4387	2	2	2	2
4388	2	2	2	2
4389	2	2	2	2
4390	2	2	2	2
4391	2	2	2	2
4392	2	2	2	2
4393	2	2	2	2
4394	2	2	2	2
4395	2	2	2	1
4396	2	2	2	1
4397	2	2	2	1
4398	2	2	2	1
4399	2	2	2	1
4400	2	2	2	1
4401	2	2	2	1
4402	2	2	2	1
4403	2	2	2	1
4404	2	2	2	1
4405	2	2	2	1
4406	2	2	2	1
4407	2	2	2	1
4408	2	2	2	1
4409	2	1	2	1
4410	2	1	2	1
4411	2	1	2	1
4412	2	1	2	1
4413	2	1	2	1
4414	2	1	2	1
4415	2	1	2	1
4416	2	1	2	1
4417	2	1	2	1
4418	2	1	2	1
4419	2	1	2	1
4420	2	1	2	1
4421	2	1	2	1
4422	2	1	2	1
4423	2	1	2	1
4424	2	1	2	1
4425	2	1	2	1
4426	2	1	1	1
4427	2	1	1	1
4428	2	1	1	1
4429	2	1	1	1
4430	2	1	1	1
4431	2	1	1	1
4432	2	1	1	1
4433	2	1	1	1
4434	2	1	1	1
4435	2	1	1	1
4436	2	1	1	1
4437	2	1	1	1
4438	2	1	1	1
4439	2	1	1	1
4440	2	1	1	1
4441	2	1	1	1
4442	2	1	1	1
4443	2	1	1	1
4444	2	1	1	1
4445	2	1	1	1
4446	2	1	1	1
4447	2	1	1	1
4448	2	1	1	1
4449	2	1	1	1
4450	2	1	1	1
4451	2	1	1	1
4452	2	1	1	1
4453	2	1	1	1
4454	2	1	1	1
4455	2	1	1	1
4456	2	1	1	1
4457	2	1	1	1
4458	2	1	1	1
4459	2	1	1	1
4460	2	1	1	1
4461	2	1	1	1
4462	2	1	1	1
4463	2	1	1	1
4464	2	1	1	1
4465	2	1	1	1
4466	2	1	1	1
4467	2	1	1	1
4468	2	1	1	1
4469	2	1	1	1
4470	2	1	1	1
4471	2	1	1	1
4472	2	1	1	1
4473	2	1	1	1
4474	2	1	1	1
4475	2	1	1	1
4476	2	1	1	1
4477	2	1	1	1
4478	2	1	1	1
4479	2	1	1	1
4480	2	1	1	1
4481	2	1	1	1
4482	2	1	1	1
4483	2	1	1	1
4484	2	1	1	1
4485	2	1	1	1
4486	2	1	1	1
4487	2	1	1	1
4488	2	1	1	1
4489	2	1	1	1
4490	2	1	1	1
4491	2	1	1	1
4492	2	1	1	1
4493	2	1	1	1
4494	1	1	1	1
4495	1	1	1	1
4496	1	1	1	1
4497	1	1	1	1
4498	1	1	1	1
4499	1	1	1	1
4500	1	1	1	1
4501	1	1	1	1
4502	1	1	1	1
4503	1	1	1	1
4504	1	1	1	1
4505	1	1	1	1
4506	1	1	1	1
4507	1	1	1	1
4508	1	1	1	1
4509	1	1	1	1
4510	1	1	1	1
4511	1	1	1	1
4512	1	1	1	1
4513	1	1	1	1
4514	1	1	1	1
4515	1	1	1	1
4516	1	1	1	1
4517	1	1	1	1
4518	1	1	1	1
4519	1	1	1	1
4520	1	1	1	1
4521	1	1	1	1
4522	1	1	1	1
4523	1	1	1	1
4524	1	1	1	1
4525	1	1	1	1
4526	1	1	1	1
4527	1	1	1	1
4528	1	1	1	1
4529	1	1	1	1
4530	1	1	1	1
4531	1	1	1	1
4532	1	1	1	1
4533	1	1	1	1
4534	1	1	1	1
4535	1	1	1	1
4536	1	1	1	1
4537	1	1	1	1
4538	1	1	1	1
4539	1	1	1	1
4540	1	1	1	1
4541	1	1	1	1
4542	1	1	1	1
4543	1	1	1	1
4544	1	1	1	1
4545	1	1	1	1
4546	1	1	1	1
4547	1	1	1	1
4548	1	1	1	1
4549	1	1	1	1
4550	1	1	1	1
4551	1	1	1	1
4552	1	1	1	1
4553	1	1	1	1
4554	1	1	1	1
4555	1	1	1	1
4556	1	1	1	1
4557	1	1	1	1
4558	1	1	1	1
4559	1	1	1	1
4560	1	1	1	1
4561	1	1	1	1
4562	1	1	1	1
4563	1	1	1	1
4564	1	1	1	1
4565	1	1	1	1
4566	1	1	1	1
4567	1	1	1	1
4568	1	1	1	1
4569	1	1	1	1
4570	1	1	1	1
4571	1	1	1	1
4572	1	1	1	1
4573	1	1	1	1
4574	1	1	1	1
4575	1	1	1	1
4576	1	1	1	1
4577	1	1	1	1
4578	1	1	1	1
4579	1	1	1	1
4580	1	1	1	1
4581	1	1	1	1
4582	1	1	1	1
4583	1	1	1	1
4584	1	1	1	1
4585	1	1	1	1
4586	1	1	1	1
4587	1	1	1	1
4588	1	1	1	1
4589	1	1	1	1
4590	1	1	1	1
4591	1	1	1	1
4592	1	1	1	1
4593	1	1	1	1
4594	1	1	1	1
4595	1	1	1	1
4596	1	1	1	1
4597	1	1	1	1
4598	1	1	1	1
4599	1	1	1	1
4600	1	1	1	1
4601	1	1	1	1
4602	1	1	1	1
4603	1	1	1	1
4604	1	1	1	1
4605	1	1	1	1
4606	1	1	1	1
4607	1	1	1	1
4608	1	1	1	1
4609	1	1	1	1
4610	1	1	1	1
4611	1	1	1	1
4612	1	1	1	1
4613	1	1	1	1
4614	1	1	1	1
4615	1	1	1	1
4616	1	1	1	1
4617	1	1	1	1
4618	1	1	1	1
4619	1	1	1	1
4620	1	1	1	1
4621	1	1	1	1
4622	1	1	1	1
4623	1	1	1	1
4624	1	1	1	1
4625	1	1	1	1
4626	1	1	1	1
4627	1	1	1	1
4628	1	1	1	1
4629	1	1	1	1
4630	1	1	1	1
4631	1	1	1	1
4632	1	1	1	1
4633	1	1	1	1
4634	1	1	1	1
4635	1	1	1	1
4636	1	1	1	1
4637	1	1	1	1
4638	1	1	1	1
4639	1	1	1	1
4640	1	1	1	1
4641	1	1	1	1
4642	1	1	1	1
4643	1	1	1	1
4644	1	1	1	1
4645	1	1	1	1
4646	1	1	1	1
4647	1	1	1	1
4648	1	1	1	1
4649	1	1	1	1
4650	1	1	1	1
4651	1	1	1	1
4652	1	1	1	1
4653	1	1	1	1
4654	1	1	1	1
4655	1	1	1	1
4656	1	1	1	1
4657	1	1	1	1
4658	1	1	1	1
4659	1	1	1	1
4660	1	1	1	1
4661	1	1	1	1
4662	1	1	1	1
4663	1	1	1	1
4664	1	1	1	1
4665	1	1	1	1
4666	1	1	1	1
4667	1	1	1	1
4668	1	1	1	1
4669	1	1	1	1
4670	1	1	1	1
4671	1	1	1	1
4672	1	1	1	1
4673	1	1	1	1
4674	1	1	1	1
4675	1	1	1	1
4676	1	1	1	1
4677	1	1	1	1
4678	1	1	1	1
4679	1	1	1	1
4680	1	1	1	1
4681	1	1	1	1
4682	1	1	1	1
4683	1	1	1	1
4684	1	1	1	1
4685	1	1	1	1
4686	1	1	1	1
4687	1	1	1	1
4688	1	1	1	1
4689	1	1	1	1
4690	1	1	1	1
4691	1	1	1	1
4692	1	1	1	1
4693	1	1	1	1
4694	1	1	1	1
4695	1	1	1	1
4696	1	1	1	1
4697	1	1	1	1
4698	1	1	1	1
4699	1	1	1	1
4700	1	1	1	1
4701	1	1	1	1
4702	1	1	1	1
4703	1	1	1	1
4704	1	1	1	1
4705	1	1	1	1
4706	1	1	1	1
4707	1	1	1	1
4708	1	1	1	1
4709	1	1	1	1
4710	1	1	1	1
4711	1	1	1	1
4712	1	1	1	1
4713	1	1	1	1
4714	1	1	1	1
4715	1	1	1	1
4716	1	1	1	1
4717	1	1	1	1
4718	1	1	1	1
4719	1	1	1	1
4720	1	1	1	1
4721	1	1	1	1
4722	1	1	1	1
4723	1	1	1	1
4724	1	1	1	1
4725	1	1	1	1
4726	1	1	1	1
4727	1	1	1	1
4728	1	1	1	1
4729	1	1	1	1
4730	1	1	1	1
4731	1	1	1	1
4732	1	1	1	1
4733	1	1	1	1
4734	1	1	1	1
4735	1	1	1	1
4736	1	1	1	1
4737	1	1	1	1
4738	1	1	1	1
4739	1	1	1	1
4740	1	1	1	1
4741	1	1	1	1
4742	1	1	1	1
4743	1	1	1	1
4744	1	1	1	1
4745	1	1	1	1
4746	1	1	1	1
4747	1	1	1	1
4748	1	1	1	1
4749	1	1	1	1
4750	1	1	1	1
4751	1	1	1	1
4752	0	1	1	1
4753	0	1	1	1
4754	0	1	1	1
4755	0	1	1	1
4756	0	1	1	1
4757	0	1	1	1
4758	0	1	1	1
4759	0	1	1	1
4760	0	1	1	1
4761	0	1	1	1
4762	0	1	1	1
4763	0	1	1	1
4764	0	1	1	0
4765	0	1	1	0
4766	0	1	1	0
4767	0	0	1	0
4768	0	0	1	0
4769	0	0	1	0
4770	0	0	0	0
4771	0	0	0	0
4772	0	0	0	0
4773	0	0	0	0
4774	0	0	0	0
4775	0	0	0	0
4776	0	0	0	0
4777	0	0	0	0
4778	0	0	0	0
4779	0	0	0	0
4780	0	0	0	0
4781	0	0	0	0
4782	0	0	0	0
4783	0	0	0	0
4784	0	0	0	0
4785	0	0	0	0
4786	0	0	0	0
4787	0	0	0	0
4788	0	0	0	0
4789	0	0	0	0
4790	0	0	0	0
4791	0	0	0	0
4792	0	0	0	0
4793	0	0	0	0
4794	0	0	0	0
4795	0	0	0	0
4796	0	0	0	0
4797	0	0	0	0
4798	0	0	0	0
4799	0	0	0	0
4800	0	0	0	0
